suicides_no,country,sex,year,age
58,Romania,female,2000,25-34 years
32,Romania,female,2000,15-24 years
23,Romania,male,2000,5-14 years
6,Romania,female,2000,5-14 years
1043,Romania,male,2001,35-54 years
113,Romania,male,2001,75+ years
540,Romania,male,2001,55-74 years
371,Romania,male,2001,25-34 years
185,Romania,male,2001,15-24 years
54,Romania,female,2001,75+ years
178,Romania,female,2001,55-74 years
138,Romania,female,2001,35-54 years
36,Romania,female,2001,25-34 years
26,Romania,male,2001,5-14 years
31,Romania,female,2001,15-24 years
5,Romania,female,2001,5-14 years
1138,Romania,male,2002,35-54 years
142,Romania,male,2002,75+ years
651,Romania,male,2002,55-74 years
375,Romania,male,2002,25-34 years
198,Romania,male,2002,15-24 years
59,Romania,female,2002,75+ years
187,Romania,female,2002,55-74 years
175,Romania,female,2002,35-54 years
58,Romania,female,2002,25-34 years
35,Romania,male,2002,5-14 years
38,Romania,female,2002,15-24 years
11,Romania,female,2002,5-14 years
1069,Romania,male,2003,35-54 years
662,Romania,male,2003,55-74 years
127,Romania,male,2003,75+ years
349,Romania,male,2003,25-34 years
157,Romania,male,2003,15-24 years
55,Romania,female,2003,75+ years
176,Romania,female,2003,55-74 years
188,Romania,female,2003,35-54 years
45,Romania,female,2003,15-24 years
36,Romania,female,2003,25-34 years
22,Romania,male,2003,5-14 years
8,Romania,female,2003,5-14 years
646,Romania,male,2004,55-74 years
999,Romania,male,2004,35-54 years
127,Romania,male,2004,75+ years
311,Romania,male,2004,25-34 years
166,Romania,male,2004,15-24 years
55,Romania,female,2004,75+ years
174,Romania,female,2004,55-74 years
130,Romania,female,2004,35-54 years
49,Romania,female,2004,25-34 years
27,Romania,male,2004,5-14 years
33,Romania,female,2004,15-24 years
3,Romania,female,2004,5-14 years
597,Romania,male,2005,55-74 years
943,Romania,male,2005,35-54 years
135,Romania,male,2005,75+ years
289,Romania,male,2005,25-34 years
71,Romania,female,2005,75+ years
153,Romania,male,2005,15-24 years
187,Romania,female,2005,55-74 years
146,Romania,female,2005,35-54 years
34,Romania,female,2005,25-34 years
28,Romania,female,2005,15-24 years
16,Romania,male,2005,5-14 years
4,Romania,female,2005,5-14 years
643,Romania,male,2006,55-74 years
996,Romania,male,2006,35-54 years
136,Romania,male,2006,75+ years
296,Romania,male,2006,25-34 years
151,Romania,male,2006,15-24 years
63,Romania,female,2006,75+ years
188,Romania,female,2006,55-74 years
160,Romania,female,2006,35-54 years
36,Romania,female,2006,25-34 years
33,Romania,female,2006,15-24 years
18,Romania,male,2006,5-14 years
1,Romania,female,2006,5-14 years
596,Romania,male,2007,55-74 years
138,Romania,male,2007,75+ years
851,Romania,male,2007,35-54 years
250,Romania,male,2007,25-34 years
67,Romania,female,2007,75+ years
136,Romania,male,2007,15-24 years
144,Romania,female,2007,55-74 years
159,Romania,female,2007,35-54 years
45,Romania,female,2007,25-34 years
24,Romania,female,2007,15-24 years
13,Romania,male,2007,5-14 years
7,Romania,female,2007,5-14 years
604,Romania,male,2008,55-74 years
156,Romania,male,2008,75+ years
840,Romania,male,2008,35-54 years
235,Romania,male,2008,25-34 years
174,Romania,male,2008,15-24 years
63,Romania,female,2008,75+ years
175,Romania,female,2008,55-74 years
133,Romania,female,2008,35-54 years
38,Romania,female,2008,25-34 years
30,Romania,female,2008,15-24 years
17,Romania,male,2008,5-14 years
7,Romania,female,2008,5-14 years
646,Romania,male,2009,55-74 years
159,Romania,male,2009,75+ years
940,Romania,male,2009,35-54 years
275,Romania,male,2009,25-34 years
163,Romania,male,2009,15-24 years
53,Romania,female,2009,75+ years
124,Romania,female,2009,55-74 years
131,Romania,female,2009,35-54 years
39,Romania,female,2009,15-24 years
32,Romania,female,2009,25-34 years
14,Romania,male,2009,5-14 years
10,Romania,female,2009,5-14 years
704,Romania,male,2010,55-74 years
995,Romania,male,2010,35-54 years
154,Romania,male,2010,75+ years
263,Romania,male,2010,25-34 years
177,Romania,male,2010,15-24 years
177,Romania,female,2010,55-74 years
59,Romania,female,2010,75+ years
147,Romania,female,2010,35-54 years
38,Romania,female,2010,15-24 years
36,Romania,female,2010,25-34 years
11,Romania,male,2010,5-14 years
5,Romania,female,2010,5-14 years
668,Romania,male,2011,55-74 years
896,Romania,male,2011,35-54 years
143,Romania,male,2011,75+ years
233,Romania,male,2011,25-34 years
186,Romania,male,2011,15-24 years
62,Romania,female,2011,75+ years
152,Romania,female,2011,55-74 years
117,Romania,female,2011,35-54 years
30,Romania,female,2011,15-24 years
30,Romania,female,2011,25-34 years
16,Romania,male,2011,5-14 years
3,Romania,female,2011,5-14 years
667,Romania,male,2012,55-74 years
903,Romania,male,2012,35-54 years
152,Romania,male,2012,75+ years
253,Romania,male,2012,25-34 years
156,Romania,male,2012,15-24 years
135,Romania,female,2012,55-74 years
42,Romania,female,2012,75+ years
112,Romania,female,2012,35-54 years
32,Romania,female,2012,25-34 years
27,Romania,female,2012,15-24 years
11,Romania,male,2012,5-14 years
5,Romania,female,2012,5-14 years
676,Romania,male,2013,55-74 years
830,Romania,male,2013,35-54 years
158,Romania,male,2013,75+ years
237,Romania,male,2013,25-34 years
134,Romania,male,2013,15-24 years
53,Romania,female,2013,75+ years
135,Romania,female,2013,55-74 years
119,Romania,female,2013,35-54 years
29,Romania,female,2013,25-34 years
22,Romania,female,2013,15-24 years
8,Romania,male,2013,5-14 years
6,Romania,female,2013,5-14 years
644,Romania,male,2014,55-74 years
172,Romania,male,2014,75+ years
705,Romania,male,2014,35-54 years
230,Romania,male,2014,25-34 years
125,Romania,male,2014,15-24 years
58,Romania,female,2014,75+ years
138,Romania,female,2014,55-74 years
91,Romania,female,2014,35-54 years
18,Romania,female,2014,25-34 years
14,Romania,female,2014,15-24 years
11,Romania,male,2014,5-14 years
3,Romania,female,2014,5-14 years
189,Romania,male,2015,75+ years
631,Romania,male,2015,55-74 years
734,Romania,male,2015,35-54 years
198,Romania,male,2015,25-34 years
123,Romania,male,2015,15-24 years
66,Romania,female,2015,75+ years
129,Romania,female,2015,55-74 years
104,Romania,female,2015,35-54 years
24,Romania,female,2015,25-34 years
15,Romania,female,2015,15-24 years
11,Romania,male,2015,5-14 years
4,Romania,female,2015,5-14 years
615,Romania,male,2016,55-74 years
171,Romania,male,2016,75+ years
632,Romania,male,2016,35-54 years
134,Romania,male,2016,25-34 years
91,Romania,male,2016,15-24 years
61,Romania,female,2016,75+ years
112,Romania,female,2016,55-74 years
96,Romania,female,2016,35-54 years
27,Romania,female,2016,25-34 years
14,Romania,female,2016,15-24 years
1393,Russian Federation,male,1989,75+ years
12030,Russian Federation,male,1989,35-54 years
6250,Russian Federation,male,1989,55-74 years
6856,Russian Federation,male,1989,25-34 years
1677,Russian Federation,female,1989,75+ years
2581,Russian Federation,male,1989,15-24 years
3042,Russian Federation,female,1989,55-74 years
2326,Russian Federation,female,1989,35-54 years
827,Russian Federation,female,1989,25-34 years
628,Russian Federation,female,1989,15-24 years
263,Russian Federation,male,1989,5-14 years
48,Russian Federation,female,1989,5-14 years
1366,Russian Federation,male,1990,75+ years
12517,Russian Federation,male,1990,35-54 years
6401,Russian Federation,male,1990,55-74 years
6868,Russian Federation,male,1990,25-34 years
1608,Russian Federation,female,1990,75+ years
2874,Russian Federation,male,1990,15-24 years
3064,Russian Federation,female,1990,55-74 years
2467,Russian Federation,female,1990,35-54 years
910,Russian Federation,female,1990,25-34 years
641,Russian Federation,female,1990,15-24 years
260,Russian Federation,male,1990,5-14 years
52,Russian Federation,female,1990,5-14 years
1326,Russian Federation,male,1991,75+ years
12746,Russian Federation,male,1991,35-54 years
6566,Russian Federation,male,1991,55-74 years
6901,Russian Federation,male,1991,25-34 years
1510,Russian Federation,female,1991,75+ years
2984,Russian Federation,male,1991,15-24 years
2926,Russian Federation,female,1991,55-74 years
2429,Russian Federation,female,1991,35-54 years
888,Russian Federation,female,1991,25-34 years
642,Russian Federation,female,1991,15-24 years
298,Russian Federation,male,1991,5-14 years
65,Russian Federation,female,1991,5-14 years
1233,Russian Federation,male,1992,75+ years
15824,Russian Federation,male,1992,35-54 years
8014,Russian Federation,male,1992,55-74 years
7958,Russian Federation,male,1992,25-34 years
3447,Russian Federation,male,1992,15-24 years
1458,Russian Federation,female,1992,75+ years
3133,Russian Federation,female,1992,55-74 years
2768,Russian Federation,female,1992,35-54 years
990,Russian Federation,female,1992,25-34 years
704,Russian Federation,female,1992,15-24 years
318,Russian Federation,male,1992,5-14 years
76,Russian Federation,female,1992,5-14 years
20256,Russian Federation,male,1993,35-54 years
1364,Russian Federation,male,1993,75+ years
10118,Russian Federation,male,1993,55-74 years
9328,Russian Federation,male,1993,25-34 years
4347,Russian Federation,male,1993,15-24 years
1468,Russian Federation,female,1993,75+ years
3433,Russian Federation,female,1993,55-74 years
3163,Russian Federation,female,1993,35-54 years
1154,Russian Federation,female,1993,25-34 years
785,Russian Federation,female,1993,15-24 years
337,Russian Federation,male,1993,5-14 years
93,Russian Federation,female,1993,5-14 years
22338,Russian Federation,male,1994,35-54 years
1412,Russian Federation,male,1994,75+ years
11431,Russian Federation,male,1994,55-74 years
10310,Russian Federation,male,1994,25-34 years
5177,Russian Federation,male,1994,15-24 years
1454,Russian Federation,female,1994,75+ years
3489,Russian Federation,female,1994,55-74 years
3257,Russian Federation,female,1994,35-54 years
1198,Russian Federation,female,1994,25-34 years
915,Russian Federation,female,1994,15-24 years
364,Russian Federation,male,1994,5-14 years
75,Russian Federation,female,1994,5-14 years
21706,Russian Federation,male,1995,35-54 years
11152,Russian Federation,male,1995,55-74 years
1182,Russian Federation,male,1995,75+ years
9787,Russian Federation,male,1995,25-34 years
5733,Russian Federation,male,1995,15-24 years
1546,Russian Federation,female,1995,75+ years
3499,Russian Federation,female,1995,55-74 years
3328,Russian Federation,female,1995,35-54 years
1179,Russian Federation,female,1995,25-34 years
1003,Russian Federation,female,1995,15-24 years
355,Russian Federation,male,1995,5-14 years
78,Russian Federation,female,1995,5-14 years
20562,Russian Federation,male,1996,35-54 years
1192,Russian Federation,male,1996,75+ years
10754,Russian Federation,male,1996,55-74 years
9214,Russian Federation,male,1996,25-34 years
5784,Russian Federation,male,1996,15-24 years
1418,Russian Federation,female,1996,75+ years
3205,Russian Federation,female,1996,55-74 years
2953,Russian Federation,female,1996,35-54 years
1127,Russian Federation,female,1996,25-34 years
904,Russian Federation,female,1996,15-24 years
320,Russian Federation,male,1996,5-14 years
78,Russian Federation,female,1996,5-14 years
1205,Russian Federation,male,1997,75+ years
18973,Russian Federation,male,1997,35-54 years
10726,Russian Federation,male,1997,55-74 years
8222,Russian Federation,male,1997,25-34 years
5780,Russian Federation,male,1997,15-24 years
1424,Russian Federation,female,1997,75+ years
3180,Russian Federation,female,1997,55-74 years
2819,Russian Federation,female,1997,35-54 years
1050,Russian Federation,female,1997,25-34 years
945,Russian Federation,female,1997,15-24 years
346,Russian Federation,male,1997,5-14 years
76,Russian Federation,female,1997,5-14 years
18058,Russian Federation,male,1998,35-54 years
1110,Russian Federation,male,1998,75+ years
9683,Russian Federation,male,1998,55-74 years
7634,Russian Federation,male,1998,25-34 years
5729,Russian Federation,male,1998,15-24 years
1431,Russian Federation,female,1998,75+ years
2917,Russian Federation,female,1998,55-74 years
2715,Russian Federation,female,1998,35-54 years
902,Russian Federation,female,1998,25-34 years
927,Russian Federation,female,1998,15-24 years
333,Russian Federation,male,1998,5-14 years
79,Russian Federation,female,1998,5-14 years
10609,Russian Federation,male,1999,55-74 years
20705,Russian Federation,male,1999,35-54 years
1128,Russian Federation,male,1999,75+ years
8101,Russian Federation,male,1999,25-34 years
6120,Russian Federation,male,1999,15-24 years
1490,Russian Federation,female,1999,75+ years
3072,Russian Federation,female,1999,55-74 years
3128,Russian Federation,female,1999,35-54 years
1041,Russian Federation,female,1999,25-34 years
1080,Russian Federation,female,1999,15-24 years
402,Russian Federation,male,1999,5-14 years
98,Russian Federation,female,1999,5-14 years
21063,Russian Federation,male,2000,35-54 years
9656,Russian Federation,male,2000,55-74 years
8654,Russian Federation,male,2000,25-34 years
1165,Russian Federation,male,2000,75+ years
6578,Russian Federation,male,2000,15-24 years
1382,Russian Federation,female,2000,75+ years
2646,Russian Federation,female,2000,55-74 years
2926,Russian Federation,female,2000,35-54 years
1027,Russian Federation,female,2000,25-34 years
1015,Russian Federation,female,2000,15-24 years
404,Russian Federation,male,2000,5-14 years
103,Russian Federation,female,2000,5-14 years
21262,Russian Federation,male,2001,35-54 years
9234,Russian Federation,male,2001,55-74 years
8886,Russian Federation,male,2001,25-34 years
1236,Russian Federation,male,2001,75+ years
6945,Russian Federation,male,2001,15-24 years
1349,Russian Federation,female,2001,75+ years
2471,Russian Federation,female,2001,55-74 years
2920,Russian Federation,female,2001,35-54 years
1087,Russian Federation,female,2001,25-34 years
1065,Russian Federation,female,2001,15-24 years
389,Russian Federation,male,2001,5-14 years
114,Russian Federation,female,2001,5-14 years
20119,Russian Federation,male,2002,35-54 years
8850,Russian Federation,male,2002,55-74 years
8696,Russian Federation,male,2002,25-34 years
1297,Russian Federation,male,2002,75+ years
6667,Russian Federation,male,2002,15-24 years
1452,Russian Federation,female,2002,75+ years
2472,Russian Federation,female,2002,55-74 years
2910,Russian Federation,female,2002,35-54 years
1086,Russian Federation,female,2002,25-34 years
1054,Russian Federation,female,2002,15-24 years
338,Russian Federation,male,2002,5-14 years
83,Russian Federation,female,2002,5-14 years
1497,Russian Federation,male,2003,75+ years
18681,Russian Federation,male,2003,35-54 years
8314,Russian Federation,male,2003,55-74 years
8085,Russian Federation,male,2003,25-34 years
6134,Russian Federation,male,2003,15-24 years
1420,Russian Federation,female,2003,75+ years
2214,Russian Federation,female,2003,55-74 years
2718,Russian Federation,female,2003,35-54 years
1050,Russian Federation,female,2003,25-34 years
969,Russian Federation,female,2003,15-24 years
284,Russian Federation,male,2003,5-14 years
79,Russian Federation,female,2003,5-14 years
1580,Russian Federation,male,2004,75+ years
17465,Russian Federation,male,2004,35-54 years
7715,Russian Federation,male,2004,55-74 years
7955,Russian Federation,male,2004,25-34 years
5891,Russian Federation,male,2004,15-24 years
1398,Russian Federation,female,2004,75+ years
2029,Russian Federation,female,2004,55-74 years
2668,Russian Federation,female,2004,35-54 years
1042,Russian Federation,female,2004,25-34 years
992,Russian Federation,female,2004,15-24 years
288,Russian Federation,male,2004,5-14 years
73,Russian Federation,female,2004,5-14 years
1599,Russian Federation,male,2005,75+ years
15843,Russian Federation,male,2005,35-54 years
7796,Russian Federation,male,2005,25-34 years
7144,Russian Federation,male,2005,55-74 years
5750,Russian Federation,male,2005,15-24 years
1304,Russian Federation,female,2005,75+ years
1884,Russian Federation,female,2005,55-74 years
2311,Russian Federation,female,2005,35-54 years
992,Russian Federation,female,2005,25-34 years
904,Russian Federation,female,2005,15-24 years
206,Russian Federation,male,2005,5-14 years
69,Russian Federation,female,2005,5-14 years
1701,Russian Federation,male,2006,75+ years
7584,Russian Federation,male,2006,25-34 years
14020,Russian Federation,male,2006,35-54 years
6562,Russian Federation,male,2006,55-74 years
5319,Russian Federation,male,2006,15-24 years
1401,Russian Federation,female,2006,75+ years
1719,Russian Federation,female,2006,55-74 years
2189,Russian Federation,female,2006,35-54 years
974,Russian Federation,female,2006,25-34 years
869,Russian Federation,female,2006,15-24 years
201,Russian Federation,male,2006,5-14 years
75,Russian Federation,female,2006,5-14 years
1660,Russian Federation,male,2007,75+ years
7483,Russian Federation,male,2007,25-34 years
13065,Russian Federation,male,2007,35-54 years
6151,Russian Federation,male,2007,55-74 years
5257,Russian Federation,male,2007,15-24 years
1358,Russian Federation,female,2007,75+ years
1738,Russian Federation,female,2007,55-74 years
2176,Russian Federation,female,2007,35-54 years
1051,Russian Federation,female,2007,25-34 years
949,Russian Federation,female,2007,15-24 years
192,Russian Federation,male,2007,5-14 years
69,Russian Federation,female,2007,5-14 years
